2026-08-29,222,Alpha,XAU/USD,exness,cfd,4h,ichimoku_cloud_9_26_52_26,honest_holdout_backtest,10,,n/a,3.83,,,,1.47,10000,,,,,,,,no,n/a,n/a,"The candidate Round 221 counted but did not name - the sole survivor at volatility-adjusted 2.07x friction. REJECTED on three independent grounds: (1) 10 trades on validation and 10 on holdout, below Round 210's 30-trade information floor on two of three splits, so its headline PF 1.97/4.15 carries no usable information; (2) PF 1.78 with PnL -0.07 on validation at adjusted friction - the Round 212 defect surfacing in the one apparent survivor; (3) already closed at Round 108. Any one is sufficient."
2026-08-29,222,Methodology,XAU/USD,exness,cfd,4h,accumulated_rule_stack_funnel,honest_holdout_backtest,77,,,,,,,,,,,,,,,,n/a,n/a,n/a,"Funnel applying every filter measured in r210-r221: 77 candidates swept -> 2 pass the PF bar at 1x friction -> 1 survives volatility-adjusted 2.07x friction -> 0 clear the 30-trade floor on all three splits -> 0 have positive PnL on all three. The stack admits NOTHING. ema_crossover_12_26 dies at adjusted friction (train PF 1.01 -> 0.82, negative PnL on 2 of 3 splits). CALIBRATION GAP RECORDED HONESTLY: a stack that admits nothing is only informative if it would admit something real, and this one has never been tested against a known positive - grep '^mtf_' over every run of this series returns 0 because MTF candidates need --higher-timeframe-interval, never passed. The program's ONLY validated mechanism (swing 4h/1d MTF stochastic, r17/172/189) is an MTF candidate. So 'zero survivors' means 'zero among SINGLE-TIMEFRAME candidates', not 'nothing works at 4h'. No container spent this round: a candidate with 10 trades on two splits is disqualified before a cross-broker check could mean anything."
2026-08-29,223,Alpha,BTC/USD,exness,cfd,4h,mtf_candle_momentum_10bps_sma10_trend_filtered,honest_holdout_backtest,62,,n/a,1.08,,,,0.40,10000,,,,,,,,yes,n/a,n/a,"FIRST candidate in this session to clear EVERY accumulated filter. exness BTC 4h with --higher-timeframe-interval 1d, 1800 days. Trades 193/58/62 (all above r210's 30 floor), PF 1.07/1.14/1.08, PnL +1.42/+0.59/+0.40 (all positive), edge/friction ratio 2.04/2.23/2.00 - stable across all three splits to within 12%, the cross-split consistency r210-211 identified as the rare meaningful signature. Population holdout median ratio on the same run is 0.087 (n=61). NOT PROMOTABLE: one broker, one instrument, one window, one partition - needs binance BTC and bybit BTC cross-broker (r205/r210), a second window (r219: 38% swing) and a second partition (r211: 48% of cells flip)."
2026-08-29,223,Alpha,BTC/USD,exness,cfd,4h,candle_momentum_rv_regime_filter_10_50_1.3,honest_holdout_backtest,115,,n/a,1.05,,,,0.18,10000,,,,,,,,yes,n/a,n/a,"Second full-stack survivor on the same run. Trades 376/152/115, PF 1.02/1.39/1.05, PnL +0.60/+2.78/+0.18, edge/friction ratio 1.23/3.55/1.19. Same caveats - exness-only, single window and partition."
2026-08-29,223,Methodology,BTC/USD,exness,cfd,4h,stack_calibration_and_frequency_tension,honest_holdout_backtest,107,,,,,,,,,,,,,,,,n/a,n/a,n/a,"Answers Round 222's calibration worry: the stack is NOT unfalsifiable - 107 candidates -> 7 pass the PF bar -> 2 clear the full stack. BUT it cannot evaluate the program's own deployed strategy: mtf_stochastic_14_3_30_70_sma50_trend_filtered (r17/172, deployed r189) reads train 1.37 / validation 2.40 / holdout 0.90 (PnL -0.17) on 41/18/19 trades - FAILING the bar, but with 18 and 19 trades BELOW r210's own 30-trade floor, so the test has NO POWER to judge it either way. STRUCTURAL TENSION, arithmetic not opinion: the bar needs >=30 trades x 3 splits = 90+ trades; r207 measured this strategy's live frequency at ~0.28 trades/week; 90 trades needs ~6 YEARS; exness retention is 5. The program's bar cannot in principle evaluate the low-frequency mechanisms r218-221 concluded are where edge survives friction. Both survivors are relatively HIGH-frequency (376/152/115 and 193/58/62) - the filter admits only what r216-217 showed is most cost-exposed. Filter and physics point opposite ways."
2026-08-29,224,Alpha,BTC/USDT,binance,perpetual_future,4h,mtf_candle_momentum_10bps_sma10_trend_filtered,honest_holdout_backtest,62,,n/a,1.12,,,,0.53,10000,,,,,,,,yes,n/a,n/a,"CROSS-BROKER CONFIRMED. 4h with 1d trend filter, 1800 days. binance trades 187/58/62, PF 1.10/1.17/1.12, PnL +2.01/+0.72/+0.53 - clears PF bar, 30-trade floor and positive PnL on all three splits, matching exness (1.07/1.14/1.08) and bybit (1.13/1.16/1.11). Nine broker-split cells with PF in a 1.07-1.17 band and near-identical trade counts. First candidate this session to survive the full accumulated stack on ALL THREE brokers."
2026-08-29,224,Alpha,BTC/USDT,bybit,perpetual_future,4h,mtf_candle_momentum_10bps_sma10_trend_filtered,honest_holdout_backtest,64,,n/a,1.11,,,,0.50,10000,,,,,,,,yes,n/a,n/a,"Third broker confirmation. trades 187/58/64, PF 1.13/1.16/1.11, PnL +2.54/+0.68/+0.50. NOT PROMOTED: single window and single partition remain untested, and those are the two axes r211 (48% of cells flip on repartition) and r219 (38% metric swing between windows) measured as the main false-positive sources. Edge is also thin (train PF 1.07-1.13, net PnL +0.40..+2.54 on 10000) and the r207/r223 maturity gate would hold strategy_weight at 0 for months after any deployment."
2026-08-29,224,Alpha,BTC/USDT,binance,perpetual_future,4h,candle_momentum_rv_regime_filter_10_50_1.3,honest_holdout_backtest,115,,n/a,1.29,,,,1.59,10000,,,,,,,,no,n/a,n/a,"FALSIFIED cross-broker - the exact r205 signature. Passed on exness (1.02/1.39/1.05, all PnL positive) but inverts on binance (train PF 0.86, PnL -3.79) and bybit (0.79/1.20/0.99, PnL -6.23/+1.49/-0.21). Rejected. Also noted: three_candle_continuation clears the stack on binance ONLY, another single-broker artifact. The cross-broker rule removed two of the three candidates it was given."
2026-08-29,225,Alpha,BTC/USDT,binance,perpetual_future,4h,mtf_candle_momentum_10bps_sma10_trend_filtered,honest_holdout_backtest,121,,n/a,1.16,,,,1.40,10000,,,,,,,,yes,n/a,n/a,"PARTITION TEST PASSES and gets stronger: 40/20/40 partition on binance BTC 4h+1d/1800d gives trades 132/55/121, PF 1.09/1.13/1.16, PnL +1.31/+0.63/+1.40 - holdout doubles to 121 trades and the candidate still clears everything, against r211's measured 48% cell flip rate."
2026-08-29,225,Alpha,BTC/USDT,binance,perpetual_future,4h,mtf_candle_momentum_10bps_sma10_trend_filtered,honest_holdout_backtest,25,,n/a,2.12,,,,1.24,10000,,,,,,,,no,n/a,n/a,"WINDOW TEST FAILS - REJECTED for promotion. 900-day window: trades 88/36/25, PF 0.91/0.79/2.12, PnL -0.76/-0.59/+1.24. Train and validation both BELOW 1 with NEGATIVE PnL on 88 and 36 trades, so not a small-sample dodge; only the 25-trade holdout (below the floor) is strong. DECISIVE CONTRADICTION: the two runs disagree about the SAME calendar period - the 1800d validation covers ~720-360 days ago at PF 1.17 while the 900d run reads 900-540 ago at 0.91 and 540-360 ago at 0.79. The ledger is path-dependent (equity state, open positions, 1d trend filter warmup all differ by start point), so the 1800-day strength is partly a property of the history fed in. Periods read together: last ~360d good, ~540d before that bad, older ~900d good = regime dependence, not a stable edge."
2026-08-29,225,Methodology,BTC/USDT,binance,perpetual_future,4h,survivor_count_is_partition_dependent,honest_holdout_backtest,107,,,,,,,,,,,,,,,,n/a,n/a,n/a,"Secondary: the 40/20/40 partition admits 5 full-stack survivors (donchian_breakout_20, mtf_candle_momentum_10bps_sma10_trend_filtered, mtf_macd_5_13_5_sma10_trend_filtered, sma10_trend_filtered_engulfing_pattern, three_candle_continuation) against 2 at 60/20/20 on the SAME data. A 'how many survive' count is not a stable quantity - r211 at the population level rather than the cell level. The 900-day window admits 0 of 107, consistent with every other short window in this series."
2026-08-29,226,Methodology,BTC/USDT,binance,perpetual_future,4h,no_path_dependence_verified,honest_holdout_backtest,63,,,,,,,,,,,,,,,,n/a,n/a,n/a,"REFUTES ROUND 225's stated mechanism. Holdout period held FIXED at the last ~360 days (2159-2160 candles) while preceding history varied 1800 / 1200 / 900 days via matching ratios (60/20/20, 50/20/30, 40/20/40). Candidate holdout is IDENTICAL in all three: 62 trades, PF 1.12, PnL +0.53. Population medians identical (PF 0.890, PnL -0.81, 63 cells). 0 of 63 candidates change holdout PF by more than 10%; 59 of 63 have identical holdout trade counts (the 4 that differ are warmup-sensitive). Each split is evaluated on its own ledger, INDEPENDENT of preceding history. USEFUL FACT ESTABLISHED: window comparisons are about WHICH CALENDAR PERIODS are included, never about run mechanics - when two windows disagree the explanation is in the data, not the engine."
2026-08-29,226,Methodology,BTC/USDT,binance,perpetual_future,4h,round225_boundary_arithmetic_error,honest_holdout_backtest,,,,,,,,,,,,,,,,,n/a,n/a,n/a,"MY ERROR, CORRECTED. Round 225 claimed the 1800d and 900d runs gave opposite verdicts on the SAME calendar period. 60% of 900 days is 540 days, so the 900d run's train is 900->360 ago and validation 360->180 - NOT 900->540 and 540->360 as that round wrote. The two runs' validation segments cover DIFFERENT periods; there was no same-period contradiction, which is why the mechanism invented to explain it does not exist. Correctly stated, the candidate reads: 1800->720 ago PF 1.10 good, 720->360 PF 1.17 good, 900->360 PF 0.91 PnL -0.76 bad, 360->180 PF 0.79 PnL -0.59 bad, 360->0 PF 1.12 good. A weak sub-period hiding inside a longer strong aggregate is what aggregation does, not a contradiction. VERDICT UNCHANGED - not promotable - but on regime dependence (measured) rather than path dependence (disproven)."
2026-08-29,227,Methodology,XAU/USD,exness,cfd,4h,five_segment_walk_forward,honest_holdout_backtest,207,,,,,,,,,,,,,,,,n/a,n/a,n/a,"THE WALK-FORWARD r219 ASKED FOR AND r220 THOUGHT IMPOSSIBLE - now expressible because r226 proved splits are evaluated independently of preceding history, which makes train and validation valid INTERIOR segments (--train-ratio k*0.2 --validation-ratio 0.2 reads segment k). Five non-overlapping ~360-day segments of exness XAU 4h, cells >=30 trades, oldest to newest: ratio -0.114 / -0.264 / +0.151 / +0.158 / +0.659; %edge>0 45/41/59/56/70; PF>1 cells 6/5/11/11/14. Friction flat at 0.00701-0.00722 across five years (sixth independent confirmation it is a fixed per-trade toll). The trend is a STEP not a drift: two clearly negative segments then three positive. Replaces r220's nested-window inference with direct segment-by-segment measurement."
2026-08-29,227,Methodology,XAU/USD,exness,cfd,4h,volatility_does_not_explain_S2_to_S3,production_timescale_query,7880,,,,,,,,,,,,,,,,n/a,n/a,n/a,"SHARPENS ROUND 221's 'half artifact half real' by LOCATING each half. Per-segment realised volatility (median |4h return|): 0.1549 / 0.1520 / 0.1471 / 0.1820 / 0.3143 percent, i.e. 1.00 / 0.98 / 0.95 / 1.17 / 2.03 x S1. S3 has the LOWEST volatility of all five segments yet a clearly POSITIVE ratio (+0.151) while S1 and S2 at HIGHER volatility are negative - if volatility drove the ratio, S3 would be the worst segment, not the third best. Concordance 8/10 pairs, both discordant pairs involving S3. So: S4->S5 (0.158->0.659 at 1.17x->2.03x volatility) is largely the r221 volatility effect; S2->S3 (-0.264->+0.151 at FALLING volatility) is NOT explicable by volatility - something changed in gold 4h tradability around 1080 days ago. NOT claimed: significance (5 segments, medians over ~40 cells, no test), what changed, or that any segment is tradable - the best is 0.659 which r221 showed falls to ~0.32 under volatility-adjusted friction, so NO segment in five years reaches break-even."
2026-08-29,228,Methodology,XAU/USD,exness,cfd,4h,segment_market_statistics,production_timescale_query,7880,,,,,,,,,,,,,,,,n/a,n/a,n/a,"Six OHLC statistics per Round 227 segment, tested against the ratio sequence (-0.114/-0.264/+0.151/+0.158/+0.659). Values by segment - volatility 0.1549/0.1520/0.1471/0.1820/0.3143%, lag-1 autocorr +0.0183/+0.0315/+0.0276/+0.0172/+0.0178, Kaufman efficiency 0.0132/0.0366/0.0753/0.0805/0.0278, drift -5.24/+13.93/+26.89/+34.73/+22.85%, median range 0.392/0.375/0.385/0.456/0.769%, body/range 0.452/0.452/0.436/0.446/0.443. TRENDINESS HYPOTHESIS CONTRADICTED, not merely unsupported: lag-1 autocorrelation is near zero everywhere (+0.017..+0.032) and its ordering runs AGAINST the ratio (2/10 concordant pairs); body/range 3/10. Whatever changed, it is not that 4h gold bars started following each other."
2026-08-29,228,Methodology,XAU/USD,exness,cfd,4h,two_transitions_different_signatures,production_timescale_query,7880,,,,,,,,,,,,,,,,n/a,n/a,n/a,"The two jumps move OPPOSITE statistics, consistent with r227's conclusion that they have different causes. S2->S3 (ratio -0.264 -> +0.151, the turn volatility cannot explain): Kaufman efficiency 0.0366->0.0753 and drift +13.9%->+26.9% both roughly DOUBLE while volatility FALLS (0.1520->0.1471%) and range is flat (+2.7%). S4->S5 (+0.158 -> +0.659): volatility 1.73x and range 1.69x while efficiency COLLAPSES to a third (0.0805->0.0278) and drift falls. So S2->S3 is directionality at flat volatility; S4->S5 is volatility at collapsing directionality. No single statistic tracks both. CAVEAT STATED UP FRONT: five segments - concordance counts out of ten pairs cannot distinguish 9/10 from 6/10 at n=5, no significance test was performed because none would be credible, and the ranking of the six statistics must not be read as a ranking. A story fitted to five points is a story, not a finding."
2026-08-29,229,Methodology,XAU/USD,exness,cfd,4h,mtf_sweep_first_run_on_xau,honest_holdout_backtest,107,,,,,,,,,,,,,,,,n/a,n/a,n/a,"The MTF sweep (--higher-timeframe-interval 1d) run on the PRIORITY instrument for the first time - r223 was the first run in the series to pass that flag and it was on BTC. exness XAU 4h+1d, 1800 days, 107 candidates (30 MTF): 2 clear the PF bar, 1 clears the 30-trade floor, ZERO clear positive PnL. NOT ONE MTF candidate clears even the PF bar; the two that do are the same single-timeframe pair r222 already rejected. ema_crossover_12_26 reads PF 1.01/1.05/1.42 with PnL -0.10/-0.05/+0.79 - the r212 defect caught by the PnL filter added for exactly this. Adding 30 MTF candidates changed the XAU survivor count by zero."
2026-08-29,229,Methodology,XAU/USD,exness,cfd,4h,mtf_family_highest_ratio_ever_measured,honest_holdout_backtest,11,,,,,,,,,,,,,,,,n/a,n/a,n/a,"AND YET: splitting the same run's holdout population (cells >=30 trades) - MTF candidates give 11 cells, median 40 trades, edge/trade +0.02895, ratio +4.571, 82% positive, against single-timeframe 40 cells, median 110 trades, edge/trade +0.00470, ratio +0.659, 70% positive. That is 6.9x the edge per trade at a third of the trade count, and the HIGHEST edge-to-friction ratio this program has measured anywhere; even halved by r221's volatility adjustment it is ~2.3, still above break-even, where every prior population sat below 1. The trend filter does what the cost model predicts: fewer, better trades against a fixed toll. WHY NOTHING PASSES - two SEPARATE problems: (1) sample size, only 12/30 reach the trade floor on validation and 11/30 on holdout, so a three-split conjunction cannot certify a family trading ~40 times per 360-day segment (same tension r223 measured for the deployed swing strategy on BTC); (2) the older segments are genuinely bad, 18/30 clear PF on holdout against 7/30 on train, matching r227's walk-forward where S1/S2 are negative for the whole instrument. Problem 1 is a measurement limitation, problem 2 is a real weakness - conflating them would be the mistake. NOT a validated edge: the holdout advantage sits in r227's S5 segment which flatters everything."
2026-08-29,230,Methodology,XAU/USD,exness,cfd,4h,mtf_advantage_is_variance_not_edge,honest_holdout_backtest,,,,,,,,,,,,,,,,,n/a,n/a,n/a,"WITHDRAWS ROUND 229's headline. That round quoted the MTF holdout ratio +4.571 as the best ever measured without reading the other two splits or the other instrument. Both checks fail: XAU MTF reads +0.371/-1.954/+4.571 (validation DEEPLY NEGATIVE on the adjacent split) and BTC MTF reads +1.458/-1.086/-1.563 (negative on BOTH out-of-sample splits, positive only on train). MECHANISM IS ARITHMETIC: MTF split-spread is 9.5x (XAU) and 4.3x (BTC) wider than single-timeframe (6.525 and 3.021 against 0.690 and 0.705) on 2.3x and 2.8x fewer trades per cell (median 39-51 vs 88-278). That is what a smaller sample does to a per-trade statistic. The +4.571 was the best of three cells from the noisiest population in the run. What survives from r229: the empty funnel (no MTF candidate clears the PF bar on XAU) and the trade-floor incompatibility - but the floor is now the WHOLE story, not half: there is no suppressed edge behind it."
2026-08-29,230,Methodology,XAU/USD,exness,cfd,4h,recurring_single_split_error,honest_holdout_backtest,,,,,,,,,,,,,,,,,n/a,n/a,n/a,"THIRD instance this session of quoting a favourable split as if it were a property: r218 quoted the 4h holdout 0.659 as a ~1.5x gap (corrected r219 when train read -0.029); r225 built a path-dependence mechanism on a boundary arithmetic error (corrected r226); r229 quoted the MTF holdout 4.571 as the best ever measured (corrected r230 when validation reads -1.954). Same pattern each time - a single split from a small-sample population read without its spread - despite r210, r211 and r219 all having measured why that is wrong. OPERATIONAL FIX, mechanical not attitudinal: report all three splits AND the spread, or report nothing. Applied from here."
2026-08-29,231,Methodology,XAU/USD,exness,cfd,4h,three_split_bar_vs_chance,honest_holdout_backtest,,,,,,,,,,,,,,,,,n/a,n/a,n/a,"THE QUESTION NOBODY ASKED IN 230 ROUNDS: how many candidates clear the PF>1-on-all-three-splits bar BY CHANCE? Per-split pass rate multiplied out, across seven saved sweeps. exness XAU 4h 1800d: p 0.195/0.247/0.351, expected 1.30, observed 2, 1.54x. exness XAU 4h+1d: expected 2.33, observed 2, 0.86x. exness BTC 4h+1d: expected 3.33, observed 7, 2.10x (highest legitimate value, and the run that produced the cross-broker survivor). binance BTC 4h+1d 1800d 1.25x; bybit 1.65x; binance BTC 900d expected 2.67 observed 1 = 0.37x. XAU 5m shows 20.17x but that is ONE survivor against an expectation of 0.05 - no resolution, excluded. TOTALS: expected 16.73, observed 23, ratio 1.38x (1.32x excluding the 5m row). TWO runs produce FEWER survivors than chance."
2026-08-29,231,Methodology,BTC/USD,exness,cfd,4h,population_has_no_persistence,honest_holdout_backtest,,,,,,,,,,,,,,,,,n/a,n/a,n/a,"INTERPRETATION, and the independence assumption cuts one way: splits of the same series under the same strategy are NOT independent - a strategy with persistent edge passes all three BECAUSE the edge persists, creating positive dependence that pushes observed above expected. So obs/exp measures how much persistence the population carries, and 1.38x is the ENTIRE persistence signal across seven sweeps and ~700 candidate-evaluations. A population with many genuinely persistent strategies would show 5-10x. CONCLUSION IS NOT that the bar is broken - it is that the candidate population is overwhelmingly strategies whose per-split outcomes are near-independent, which is what NO PERSISTENT EDGE looks like; the conjunction has almost nothing to find. EXPLAINS THE SESSION: r224's candle_momentum_rv_regime_filter cleared exness then inverted on two brokers; r225's survivor cleared three brokers and a repartition then failed the 900d window; r229's MTF looked best-ever on one split and read -1.954 on the adjacent one. At 1.38x lift that is the EXPECTED behaviour of bar survivors, not bad luck. DOES NOT LICENSE LOWERING THE BAR - a filter admitting chance survivors gets worse if loosened; the correct response is more independent tests, which is what r224-226 did."
2026-08-29,232,Methodology,BTC/USDT,binance,perpetual_future,4h,persistence_statistic_spread,honest_holdout_backtest,,,,,,,,,,,,,,,,,n/a,n/a,n/a,"APPLIES ROUND 230's RULE TO ROUND 231's OWN STATISTIC. Same configuration (BTC 4h+1d) varying only broker/window/partition: obs/exp = 2.10 (exness 1800d 60/20/20), 1.25 (binance same), 1.64 (bybit same), 2.24 (binance 40/20/40), 1.67 (binance 1200d 50/20/30), 2.73 (binance 900d 40/20/40), 0.37 (binance 900d 60/20/20). RANGE 0.37-2.73, a 7.3x spread for essentially one configuration. XAU 4h variants span 0.00-1.54 (median 0.86) including two with ZERO observed against ~1 expected. r231's 2.10 is an unremarkable draw with z=2.01; the highest z in the table (3.47) is binance 900d 40/20/40 - the very window where r225 measured the best candidate collapsing. High population persistence in a window implies nothing about any candidate in it. RANKING CLAIM WITHDRAWN."
2026-08-29,232,Methodology,BTC/USDT,binance,perpetual_future,4h,pooled_persistence_is_real_but_small,honest_holdout_backtest,,,,,,,,,,,,,,,,,n/a,n/a,n/a,"POOLING STRENGTHENS r231's aggregate claim in the opposite direction. Treating counts as Poisson across twelve configurations: 3/12 exceed |z|=2, 1/12 exceeds |z|=3; pooled expected 34.19, observed 53, ratio 1.55, z=3.22. So the lift is NOT indistinguishable from chance - the population carries a real but small persistence signal. RESULTING POSITION: roughly 1.5x the chance rate over ~700 candidate-evaluations, far too small to make any individual configuration, window, broker or candidate identifiable - which is exactly why every candidate clearing the bar in r222-230 failed the next independent test. CAVEAT: the twelve runs overlap heavily in candidates and data so they are not independent samples and the pooled z is optimistic. FOURTH self-correction this session (r219, r226, r230, r232); three of four were the same failure - quoting one favourable number without its spread. The spread requirement applies to ANY statistic this program reports, including statistics invented to evaluate other statistics."
2026-08-29,233,Portfolio,XAU/USDT,binance,perpetual_future,5m,paper-fixed-pct,production_checkpoint_live_ledger,8,,,,,,,0.0466,10000,,,,,,,,n/a,yes,,"THE FROZEN ROUTE HAS UN-FROZEN. Frozen since 2025-12-26 (diagnosed r203, re-confirmed frozen r205 and r206): trades 7 -> 8, paper-fixed-pct PnL -0.0478 -> +0.0466, one take_profit win. CRITICALLY: strategy_weights are IDENTICAL to r206 (rsi 0.6267 / candle 0.3733), so reweight_from_alpha_performance did NOT move - the freeze broke on MARKET CONDITIONS crossing r203's gate (|entry|>=0.10 AND |trend|>=0.10, matching signs), not on a weight change. ONE WINNING TRADE VALIDATES NOTHING: r203's backtest put this route's unfrozen behaviour at -1.54, eight trades total is far below any floor, and the PnL flip is a single trade moving a number that was always near zero. r205's 'stays frozen by choice' is now out of date as a description of the live route."
2026-08-29,233,Portfolio,BTC/USDT,binance,perpetual_future,5m,durable_log_live_readout,production_durable_trade_log,12,75.0,,,,,,,10000,,,,,,,,n/a,yes,,"Twelve durable Portfolio closes across all six routes since the log went live: binance BTC 4 (PF 1.74), exness BTC 3 (PF 0.84), bybit BTC 2 (PF 1.68), and exactly 1 each on the three gold routes. Nine wins, three losses, aggregate PnL positive on every rule. AND IT SAYS NOTHING, by this session's own rules: (1) SAMPLE - r210 established a PF from under ~30 trades carries no usable information, these are 1-4 trades per route, and quoting 'binance BTC PF 1.74' would be precisely the error corrected in r219, r229/230 and r231/232; (2) INDEPENDENCE - the three gold routes each closed exactly ONE winning take_profit and r209 measured gold sources correlating 0.9915 on 4h returns, so three venues capturing the same gold move is one observation not three; effective independent events are roughly 4-5, not 12. No performance claim is made in either direction. PROCESS NOTE: the checkpoint query first returned (nil), which looks exactly like checkpoint loss - it was a wrong key on my side (missing the .5m route suffix); scanning *worker_checkpoint* showed all six present. Scan before concluding absence."
2026-08-29,234,Portfolio,XAU/USD,exness,cfd,5m,deployed_policy_daily_profit_gate,honest_holdout_backtest,232,,,,-1.961,-2.538,,-1.052,10000,4.52,305,5,,,-0.128,1.634,no,no,no,"FIRST Portfolio-layer measurement of the session - --daily-profit-gate evaluates the REAL CURRENTLY-DEPLOYED decision policy, not an arbitrary candidate. Holdout 2025-09-03..2026-08-28, 306 observed days. gross_pnl_before_costs +0.475, total_cost_drag 1.527, net -1.052, cost_to_gross_pnl_ratio 3.22 => implied edge/friction 0.311. positive_day_ratio 0.281. FAILS minimum_trades_per_week (4.52 vs >=7), positive_day_ratio, median_daily_pnl, sortino, sharpe, cost_to_gross. NOTE the Portfolio layer IS adding value: r217 measured Alpha-layer edge/friction on XAU 5m at median 0.035 and best family 0.12; the deployed policy reaches 0.311 on the same instrument and interval, 3-9x better than the signals it aggregates - still 3x short."
2026-08-29,234,Portfolio,BTC/USDT,binance,perpetual_future,5m,deployed_policy_daily_profit_gate,honest_holdout_backtest,1877,,,,-6.676,-6.633,,-13.246,10000,36.50,,10,,,,,no,yes,yes,"Same gate on BTC. 1877 closed trades, 361 observed days. gross_pnl_before_costs +0.281, total_cost_drag 13.526, net -13.246, cost_to_gross_pnl_ratio 48.20 => implied edge/friction 0.021. THE FINDING: BTC trades 8.1x more often than XAU (36.50 vs 4.52/week), produces LESS gross profit (+0.281 vs +0.475), pays 8.9x more cost, and sits 15x further from break-even. Both routes have POSITIVE gross edge and lose everything to friction - the Portfolio-layer confirmation of r213-217, far more authoritative because it measures what production actually runs over ~360 days of holdout."
2026-08-29,234,Methodology,BTC/USDT,binance,perpetual_future,5m,target3_conflicts_with_profitability,honest_holdout_backtest,,,,,,,,,,,,,,,,,n/a,n/a,n/a,"CONFLICT EXPOSED AND QUANTIFIED on measured production data: the minimum_trades_per_week >= 7.0 threshold opposes profitability. BTC SATISFIES the frequency target spectacularly (36.50/week, 5x the floor) and is 48x from break-even; XAU VIOLATES it (4.52/week) and is 3.2x away, fifteen times closer. Round 92 closed the extend-hold direction because further reduction would breach the >=7/week floor citing ~7.2-9.3/week from one_target backtests - this round measures the DEPLOYED policy at 4.52/week on XAU, so the floor is already breached there and the route closest to profitability is the one breaching it. THE DECISION IS NOT A RESEARCH QUESTION: whether Target 3 stays a floor, becomes a ceiling, or is scoped per instrument is a product call. Research can say what it costs - at current friction every additional trade per week is a net loss on both routes. NOT CLAIMED: that reducing BTC frequency would make it profitable; r92 measured hold as sub-additive with stop/take and r213-215 measured cost levers as worth ~nothing, and 48x is not closable by frequency alone. FLAG RAISED NOT INTERPRETED: the XAU report lists input_continuity_failed for all seven non-5m intervals (15m shows 1266 unverified gaps across 55917 candles) while holdout_interval_continuity passes and interval_continuity_violations is 0 - the two signals disagree, recorded for a kline-data-quality pass."
2026-08-29,235,DataIssue,XAU/USD,exness,cfd,15m,continuity_flags_are_missing_markers,production_timescale_query,118363,,,,,,,,,,,,,,,,n/a,n/a,n/a,"RESOLVES ROUND 234's FLAG. Full exness XAU 15m series 2021-08-26..2026-08-28: 1297 discontinuities, 57209 missing slots, only 10 carrying a gap_before_reason (all broker_session_or_no_tick) - 1287 unmarked, i.e. 0.8% marker coverage. EVERY unmarked gap starts at the daily session boundary: 987 of 992 small (<=2h) gaps begin at 20:00 or 21:00 UTC (655 and 332), median size 4 slots = one hour, one per trading day (Thu 258 / Fri 255 / Mon 255 / Tue 260 / Wed 258 across ~260 weeks); and 244 of 253 large gaps begin Friday 20:00 or 21:00 UTC at 150-292 slots. So 1283 of 1287 unmarked discontinuities are the daily or weekend session closure of a weekday CFD and only 4 fall outside the pattern. VERDICT: the data is COMPLETE, the MARKERS are missing. interval_continuity_violations=0 is correct; input_continuity_failed fires on unverified_gap_count>0, i.e. on discontinuities lacking a marker whether or not they are real closures. The two checks ask different questions."
2026-08-29,235,DataIssue,XAU/USD,exness,cfd,5m,gate_report_readability,production_timescale_query,,,,,,,,,,,,,,,,,n/a,n/a,n/a,"IMPACT, bounded honestly: does NOT invalidate any backtest in this session or earlier - the kline series is complete for the instrument's real trading calendar, which is what the strategies consume. It DOES make the Portfolio gate report misleading: 13 failed checks of which 7 are metadata noise and 6 are real (minimum_trades_per_week, positive_day_ratio, median_daily_pnl, sortino_ratio, sharpe_ratio, cost_to_gross_pnl_ratio). Reading that report without this analysis means either over-counting failures or distrusting the data underneath them - the more expensive error, since r234's six real failures are the substantive result. Fix is marker backfill via the existing guarded kline-gap-marker-backfill tooling (docs/runbooks/kline-maintenance-tools.md); NOT attempted here because it is a guarded production mutation and this is research. NOT CLAIMED: what the 4 anomalous gaps (08:00/11:00/13:00/23:00 UTC starts) are, or that the other six flagged intervals behave identically - only 15m was classified."
2026-08-29,236,Portfolio,BTC/USDT,binance,perpetual_future,5m,one_target_hold_36,honest_holdout_backtest,3825,,,,,,,-28.183,10000,14.87,,,,,,,no,yes,yes,"Tests Round 234's UNTESTED assertion that 48x is not closable by frequency alone. one_target (the only Portfolio measurement the skill trusts for hold configuration, per r82), binance BTC 5m, 1800 days, production default hold=36: 3825 trades, 14.87/week, realized PnL -28.183, PnL per trade -0.00737."
2026-08-29,236,Portfolio,BTC/USDT,binance,perpetual_future,5m,one_target_hold_144,honest_holdout_backtest,1793,,,,,,,-12.204,10000,6.97,,,,,,,no,yes,,"Same run at hold=144. 1793 trades, 6.97/week, PnL -12.204, PnL per trade -0.00681. THE SHAPE IS THE ANSWER: quadrupling the hold cuts trades 53.1% and loss 56.7% while loss PER TRADE improves only 7.6%. The reduction comes almost entirely from trading LESS, not trading BETTER - loss is approximately trades x a constant, confirming the fixed-per-trade-toll model of r217/r227/r234 at the Portfolio layer on the deployed policy rather than inferred from Alpha sweeps. r234's assertion HOLDS and can be stated more strongly: frequency reduction is a loss-mitigation lever whose limit is ZERO, converging to 'do not trade', never to 'trade profitably'. Consistent with and independent of r213-215 (cost levers worth ~0) and r231-232 (population persistence ~1.5x chance) - three measurement paths, same conclusion."
