2026-08-20,32,Portfolio,BTC/USD+XAU/USD,exness,cfd,5m,all-3-rules,live_redis_checkpoint,,,,,,,,,,,,,,,,unknown,unknown,unknown,"Post-incident data integrity spot check: Binance legs (BTC+XAU) already show fresh updated_at matching current time (17:06-17:07Z) with evaluation_count advancing normally -- fully caught up. Both EXNESS legs (BTC, XAU) still show updated_at=15:25:01Z, stale from just before the outage began -- not yet caught up as of this check. Trade counts grew slightly pre-outage (no data loss visible), just a catch-up lag likely from restart/reconnect timing, not re-escalated to P0. Will re-verify next round that Exness legs actually resume updating."
2026-08-20,33,Alpha,BTC/USDT,binance,perpetual_future,4h(plain no filter),full_sweep_no_mtf,honest_holdout_backtest,,,,,,,,,,,,,,,,no,n/a,no,"NEW test: plain (non-MTF) sweep at 4h for BTC -- ZERO candidates PF>1 consistent across all 3 splits, vs 4 candidates found at the SAME 4h interval WITH the 1d trend filter (Round 17-18). Isolates the source of edge: the trend filter itself, not the base-interval oscillator, is where the edge lives."
2026-08-20,33,Alpha,BTC/USDT,binance,perpetual_future,1h(plain no filter),full_sweep_no_mtf,honest_holdout_backtest,,,,,,,,,,,,,,,,no,n/a,no,"Same test at 1h for BTC -- also ZERO candidates. Confirms plain oscillators have no independent edge at this instrument regardless of base interval."
2026-08-20,33,Alpha,XAU/USD,exness,cfd,4h(plain no filter),full_sweep_no_mtf,honest_holdout_backtest,,,,,,,,,,,,,,,,no,n/a,no,"Same test at 4h for XAU -- also ZERO candidates. 3/3 plain sweeps across instruments/intervals confirm: MTF trend filter agreement is the load-bearing mechanism for this whole candidate family's edge, not incidental noise reduction. Explains why Round 19/24's base-interval swaps (which kept the trend filter) couldn't beat 4h -- frequency ceiling comes from 1d trend-change frequency, not oscillator granularity. Reinforces that only non-trend-dependent signal families (Funding Rate Round 22, ORB session-structure Round 18) can plausibly clear the frequency target."
2026-08-20,34,Alpha,XAU/USD,exness,cfd,5m,opening_range_breakout_london_30m,honest_holdout_backtest_18mo_window,39,48.7,,0.683,,,,-0.57,10000,,,,,,,no,n/a,no,"FALSIFIED via regime-dependency test recommended in Round 18/21 (re-run with --days 545 ~18mo instead of 1825 5yr, same methodology that falsified candle_reversion in Round 13). Pattern completely reverses: train PF 1.009, validation PF 2.014 (strong), but HOLDOUT PF 0.683 (losing) -- opposite of the 5-year window's train-loses/holdout-wins shape. Confirms the earlier 'promising' result was a regime-specific artifact tied to exactly which time slice became holdout, not a stable edge. Closed as falsified, not a tracked candidate anymore."
2026-08-20,34,Alpha,XAU/USD,exness,cfd,5m,opening_range_breakout_london_60m,honest_holdout_backtest_18mo_window,31,38.7,,0.466,,,,-1.05,10000,,,,,,,no,n/a,no,"Same falsification pattern: train 1.065, validation 1.325 (strong), holdout 0.466 (losing badly). Confirms ORB family closed across both parameter variants."
2026-08-20,35,Alpha,BTC/USDT+BTC/USD,binance+exness,perpetual_future+cfd,4h(higher-tf 1d),mtf_stochastic_14_3_30_70_sma50_trend_filtered,daily_results_analysis,,,,,,,,,,,,,,,,n/a,n/a,n/a,"Pinpointed the exact calendar dates of Round 17's blocking 48-day losing streak: 2026-04-12 to 2026-05-29. Cross-broker confirmed: re-ran the same candidate on Exness BTC/USD (independent price feed) for the same window -- 48/48 days also negative, PnL -0.41, matching Binance exactly. Confirms this was a genuine BTC market event (not a data artifact), not yet root-caused mechanistically (ADX/volatility during this window not directly inspected). Reference case study for anyone designing a future regime filter -- no new Codex task, just data attached to the existing tracked candidate item."
2026-08-20,36,Proposal,BTC/USDT,binance,perpetual_future,4h(higher-tf 1d),ensemble_regime_switching_3_mtf_variants,daily_results_analysis,,,,,,,,,,,,,,,,unknown,n/a,unknown,"NEW proposal from cross-window analysis of 3 already-tested MTF 4h/1d candidates. Each candidate's own worst losing-day streak falls in a DIFFERENT calendar window with no overlap: baseline(sma50)=2026-04-12to05-29(48d), ADX-filtered=2025-09-05to11-09(66d), macd_5_13_5_sma10=2026-07(25d). Most striking: macd_5_13_5_sma10 shows POSITIVE pnl (+0.28) during exactly the window baseline lost worst (48/48 negative days). 3/3 independent confirmations, not a 2-sample coincidence. Cheapest proposed path: register these as separate Alpha strategies and let the existing reweight_from_alpha_performance mechanism auto-shift weight, no new switching code needed -- only escalate to a custom regime detector if that's not responsive enough. Logged to raw/handoff_codex.md as P2, not implemented this session."
2026-08-20,37,Alpha,BTC/USDT,binance,perpetual_future,4h(higher-tf 1d),mtf_candle_momentum_10bps_sma10_trend_filtered,daily_results_analysis,,,,,,,,,,,,,,,,no,n/a,no,"Completed Round 36's missing 4th candidate. Own worst streak: 2025-09-03 to 2025-09-19 (17 days, shortest of all 4 candidates) but PARTIALLY OVERLAPS with ADX-filtered's bad window (2025-09-05 to 2025-11-09) -- not a fully independent 4th window as Round 36's draft implied. Revised honest conclusion: 3 main separated bad windows (Apr-May 2026 / Jul 2026 / a Sep-Nov 2025 cluster shared by 2 candidates at different severity: 17d mild vs 66d severe). Overall complementary-regime-sensitivity conclusion still holds but corrected to not overstate independence. Updated raw/researcher/round36-... and handoff accordingly."
2026-08-20,38,Proposal,BTC/USDT,binance,perpetual_future,4h(higher-tf 1d),ensemble_regime_switching_reweight_correction,code_review,,,,,,,,,,,,,,,,unknown,n/a,unknown,"Self-correction to Round 36-37's cheap proposal. Read reweight_from_alpha_performance (trading_modes.rs:458-497) and SimulatedPerformance (1436-1451) code: all quality-scoring fields are lifetime-cumulative counters with NO windowing/decay/rolling-recent field at all. This means the existing reweighting mechanism rewards long-run consistency and would NOT meaningfully react to a strategy having a bad few-month regime patch (diluted by years of good history) -- the opposite responsiveness needed for the ensemble/regime-switching idea. Retracted the 'try this first, no new code needed' recommendation -- a genuinely new rolling-window/EWMA reweighting mechanism would be required instead. Caught before Codex wasted implementation effort on an approach that wouldn't work as intended."
2026-08-20,39,Meta,n/a,n/a,n/a,n/a,n/a,consolidation,,,,,,,,,,,,,,,,n/a,n/a,n/a,"Process improvement, not a new backtest finding: created raw/researcher/SUMMARY-priority-backlog.md consolidating 39 rounds of research into a navigable priority list (1 open lead: funding rate; 1 needs-new-code lead: ensemble regime-switching, corrected per Round38; 8 closed/falsified directions to avoid re-testing; 4 infra gaps blocking better verification; Target 2 status). Linked from top of raw/handoff_codex.md Todo section. No new Codex implementation commits since Round 21 -- this makes the backlog easier to act on whenever that resumes."
2026-08-20,40,Methodology,BTC/USDT,binance,perpetual_future,5m,fixed-pct,live_redis_checkpoint,1286,,,,,,,,10000,,,,,,,unknown,methodology_correction,unknown,"IMPORTANT methodology finding: trade_count went from stable 1295 (Round 17-33) down to 1286 after a worker restart (eval_count reset to 19, correlates with the Round26-32 Postgres incident recovery redeploy). This is NOT data loss -- confirms the known continue_forward_from_replay design reseeds the ledger from a fresh backtest replay on every restart, and the reseeded trade count can legitimately differ slightly since the holdout window shifts with current date. Corrects this program's implicit assumption that trade_count is a stable monotonic counter comparable across all rounds -- it's only valid to compare within a no-restart period. New baseline set for future comparisons: BTC/binance=1286(eval19,restarted), BTC/exness=1312(eval4565,not restarted), XAU/binance=8(eval19,restarted), XAU/exness=735(eval188). No Codex task -- this corrects Claude's own measurement methodology, not a system bug."
2026-08-20,41,Security,n/a,n/a,n/a,n/a,n/a,codex_fix_verified,,,,,,,,,,,,,,,,n/a,n/a,n/a,"CLOSED: Codex rotated both the leaked Kafka credential (client/inter-broker/controller users) and a separately-discovered Grafana admin exposure. Independently verified by Claude: gh run view confirms CI runs 32405156257 and 32408025785 both success; docker ps confirms all 7 finance-mw/live-action containers plus finance-kafka-node1 and grafana healthy with fresh restart times matching the rotation window; curl healthz=200. Did not re-read the actual credential value (avoiding repeating the exact mistake that caused this incident). Moved both items from Verify to Done in raw/handoff_codex.md. Codex also added a durable process fix (a4b0a5b): a repository-delivery skill rule requiring secrets be passed via stdin/file, never CLI args, plus a P0 rotation protocol for any future exposure."
2026-08-20,42,Proposal,BTC/USDT,binance,perpetual_future,n/a,funding_rate_extreme_reversion,external_public_data_validation,,,,,,,,,,,,,,,,unknown,n/a,unknown,"MAJOR update to Round 22's proposal: validated the core hypothesis using real external data (Binance public fundingRate API, no auth needed, 500 records ~5.5mo) instead of waiting for internal infra. Forward returns after extreme funding: HIGH funding(>=p90) -> mean -1.795% over 1 week; LOW funding(<=p10) -> mean +1.429% over 1 week; baseline ~-0.166%. Directionally correct, magnitude increases monotonically with holding period (K=1/3/9/21 periods), and the two extreme buckets diverge in OPPOSITE directions (rules out simple market-drift confound). Sample modest (n=44-51/bucket) and this is a simplified check (not the full honest-holdout no-lookahead methodology), but this is now the strongest empirically-supported lead in the whole backlog. Upgraded from P2 exploratory to top implementation priority in raw/handoff_codex.md and SUMMARY-priority-backlog.md."
2026-08-20,43,Proposal,XAU/USDT,binance,perpetual_future,n/a,funding_rate_extreme_reversion,external_public_data_validation,,,,,,,,,,,,,,,,unknown,n/a,unknown,"Completed Round 42's stated limitation: tested funding-rate-extreme hypothesis on XAU/binance using the same public API method. Result does NOT transfer -- actually OPPOSITE sign from BTC: high funding on XAU precedes POSITIVE forward returns (+1.886% over ~84h) vs BTC's negative (-1.795% over 168h). Also XAU funding data is thin/asymmetric: 63.4% of records exactly zero, no negative funding observed at all in 500 records -- market too illiquid/imbalanced to trust either direction confidently. Corrected Round 22's proposed scope from 'BTC+XAU/binance' to 'BTC/binance only' per Rule 4 (per-instrument setups, no cross-instrument assumption). Updated raw/handoff_codex.md and SUMMARY-priority-backlog.md."
2026-08-20,44,Proposal,BTC/USDT,binance,perpetual_future,n/a,funding_rate_extreme_reversion,external_public_data_out_of_sample,,,,,,,,,,,,,,,,unknown,n/a,unknown,"IMPORTANT correction to Round 42-43's upgraded priority. Tested 2 additional independent historical windows (2024 H1, 2025 H1) via Binance fundingRate API startTime/endTime pagination, matching this program's honest-holdout discipline. Only 2/3 windows confirm the expected direction: 2025 H1 matches well (HIGH funding -> -1.6%/wk, LOW -> +1.2%/wk), but 2024 H1 shows the OPPOSITE direction (HIGH funding -> +2.5%/wk) -- that window was a very strong sustained BTC bull trend (baseline itself +1.6%/wk, ~10x the other windows), consistent with mean-reversion signals typically underperforming during strong trends (a well-known general phenomenon, not proof the hypothesis is wrong). Retracted the 'implement now, top priority' recommendation from Round 42-43 -- now recommend combining with a regime/trend filter (only apply when no dominant trend) rather than as a standalone signal, converging with the Round 36-38 ensemble/regime-switching proposal into effectively the same underlying problem. Updated raw/handoff_codex.md and SUMMARY-priority-backlog.md."
2026-08-20,45,Proposal,BTC/USDT,binance,perpetual_future,n/a,funding_rate_extreme_reversion,external_public_data_trend_filter_test,,,,,,,,,,,,,,,,unknown,n/a,unknown,"Pre-tested Round 44's proposed fix (simple trend-magnitude filter: exclude periods with |trailing 9-period move|>=3%) across all 3 historical windows before recommending to Codex. Mixed results: improved 2025 H1 and one side of 2026, but did NOT rescue 2024 H1 (still wrong direction both sides) and weakened the HIGH-funding effect in 2026. Conclusion: simple magnitude-based trend filtering is insufficient -- the confound is likely about trend DIRECTION relative to funding sign, not just trend magnitude. Prevented Codex from implementing a naive filter that would not have solved the problem. Recommend either a more sophisticated regime detector or prioritizing the multi-signal ensemble direction (Round 36-38) instead of patching this single signal."
2026-08-20,46,Proposal,BTC/USDT,binance,perpetual_future,n/a,funding_rate_extreme_reversion,external_public_data_direction_filter_test,,,,,,,,,,,,,,,,unknown,n/a,unknown,"Final test in this investigation thread: trend-DIRECTION alignment filter (funding extreme AGREES vs DISAGREES with concurrent trend direction) across all 3 windows. Result inconsistent across windows (2025 H1 and 2026 show opposite patterns of which sub-group reacts stronger; 2024 H1 still wrong-signed in both sub-groups). Having now tested 2 different simple rule-based filters (magnitude Round45, direction Round46) with neither giving consistent results, CLOSED this investigation thread -- do not recommend further simple-filter patching of this signal to Codex. If pursued, fold into the multi-signal ensemble (Round 36-38) where weights adapt empirically, rather than hand-designing a fixed filter rule. Updated raw/handoff_codex.md and SUMMARY-priority-backlog.md to reflect this closure."
2026-08-20,47,Alpha,BTC/USDT,binance,perpetual_future,1d,day_of_week_seasonality,external_public_data_split_test,1500,,,,,,,,10000,,,,,,,no,n/a,no,"NEW idea tested via public Binance daily klines (4.1yr history, 2022-2026). Full-period t-stats suggested Monday (t=2.32) and Wednesday (t=2.39) had elevated mean returns -- but split into 2 independent halves, Monday's effect nearly vanished (t=0.82 in 2nd half) and no day-of-week reached |t|>2 in BOTH halves simultaneously. Classic signature of a data-mining artifact (testing 7 buckets), not real seasonality. Closed, no Codex task. Also noted: Binance public openInterestHist API only retains 30 days regardless of limit requested -- not usable for honest backtesting, same class of limitation as internal 1m kline retention (Round 15/27)."
2026-08-20,48,Portfolio,all-4-legs,binance+exness,perpetual_future+cfd,5m,all-3-rules,live_redis_checkpoint,,,,,,,,,,,,,,,,unknown,no,unknown,"~2h re-check since Round 40's post-restart baseline (eval_count growing normally, no new restart: BTC/binance 19->35, BTC/exness 4565->4605, XAU/binance 19->35, XAU/exness 188->227). Trade counts: BTC/binance 1286->1286 (0 new), BTC/exness 1312->1313 (+1), XAU/binance 8->8 (0 new), XAU/exness 735->735 (0 new). Only 1 new trade total across all 4 legs/12 rules in ~2 hours -- Target 2 remains essentially stagnant, consistent with every prior measurement this session. No infra change has landed yet to alter this (funding rate investigation closed Round 42-46, ensemble/regime-switching still needs new code)."
2026-08-20,49,Alpha,XAU/USD,exness,cfd,1h(higher-tf 1d),mtf_stochastic_14_3_30_70_sma50_trend_filtered,honest_holdout_backtest_daily_gate,8,75.0,,13.835,1.192,6.879,,2.77,10000,,,5(days),,,,,no,n/a,no,"NEW combo tested (XAU 1h/1d, untested before). Eye-catching top-line numbers (PF 13.8, Sharpe 1.19, Sortino 6.88) but NOT trusted: train nearly breakeven ($0.02 PnL, 59 trades), validation actually LOSES ($-0.047, 23 trades), only holdout (8 trades) shows the impressive PF -- classic 'lucky small-sample holdout' shape already flagged multiple times (Round 12/18/24). positive_day_ratio fails at 31.2% (most days flat/negative, gains concentrated in a few outlier days). Also still fails holdout_interval_continuity (known unresolved Exness XAU data quality issue). Closed as not a candidate, no Codex task."
2026-08-20,50,Meta,n/a,n/a,n/a,n/a,n/a,consolidation,,,,,,,,,,,,,,,,n/a,n/a,n/a,"Round 50 milestone: full refresh of raw/researcher/SUMMARY-priority-backlog.md consolidating rounds 40-49 into the existing round-39 summary. Added: funding rate saga full closure (Round 46 final verdict), 4 more closed directions (day-of-week Round47, XAU 1h/1d tiny-sample Round49, OI/long-short-ratio API limits Round47-48), continuity issue now flagged as still-unresolved infra gap (item 5). Ensemble/regime-switching (Round 36-38) is now clearly the single most promising remaining direction. Updated pointer in raw/handoff_codex.md. No new Codex trading commits since Round 21 (~29 rounds)."
2026-08-20,51,Proposal,BTC/USDT,binance,perpetual_future,4h(higher-tf 1d),ensemble_equal_weight_4_mtf_candidates,honest_backtest_manual_combination,,,,,1.475,3.468,,,10001.32,10000,,,15(days),,,,,unknown,n/a,unknown,"MAJOR proof-of-concept: built an equal-weight ensemble (simple average of daily return_fraction across 4 already-tested MTF candidates: baseline sma50, ADX-filtered, macd_5_13_5, candle_momentum) using real daily_results from finance-research. Ensemble Sharpe 1.475 EXCEEDS the best individual candidate (ADX 1.368) -- classic diversification effect. Max negative streak drops from 48-66 days (weak individuals) to just 15 days (-66% to -77%), better than even the best individual streak (candle_momentum's 17). positive_day_ratio still short of gate (49.2%<55%) but substantial progress. This is the strongest evidence yet for the Round 36-38 ensemble proposal -- upgraded from qualitative reasoning to a quantified backtest. Recommended cheaper first implementation step: simple equal-weight combination before building complex rolling-window/EWMA reweighting."
2026-08-20,52,Proposal,BTC/USDT,binance,perpetual_future,4h(higher-tf 1d),ensemble_2combo_baseline_adx,honest_backtest_manual_combination,,,,,1.780,5.448,,,10002.10,10000,,,48(days),,,,,unknown,n/a,unknown,"MILESTONE: tested subset combinations of the 4 candidates (not just all-4-equal-weight from Round 51). The 2-candidate combo (baseline sma50 + ADX-filtered) is the FIRST combination in all 52 rounds to PASS positive_day_ratio (59.6% >= 55% threshold). Sharpe 1.780, Sortino 5.448, both exceed the 4-candidate ensemble. Tradeoff: streak stays at 48 days (unchanged from baseline alone, ADX doesn't help during baseline's specific bad window when only these 2 combined). Real tradeoff identified: 2-combo best for Sharpe/Sortino/positive_day_ratio, 4-combo best for streak control (15 days). No single combo passes both criteria, but all combos tested get much closer to target than any individual candidate. Recommended Codex test multiple subset combinations rather than assuming equal-weight-all is optimal."
2026-08-20,53,Proposal,BTC/USDT,binance,perpetual_future,4h(higher-tf 1d),ensemble_weighted_50_30_20,honest_backtest_manual_combination,,,,,1.703,4.667,,,10000,10000,,,21(days),,,,,unknown,n/a,unknown,"Searched non-equal weights to find a better balance than Round 52's extremes (2-combo passes pos_ratio but streak stays 48; 4-combo equal-weight has best streak 15 but fails pos_ratio). Best balance found: 50/30/20 weighting of baseline/ADX/candle_momentum (dropping macd) -- PASSES positive_day_ratio (57.1%), Sharpe 1.703, Sortino 4.667, and streak drops to 21 days (-56% from 48). Still fails the streak<=5 gate threshold but is the best combined result found across an 11-combination manual search (Round 52-53). Recommended as the first implementation candidate if only one fixed-weight combo is chosen -- simpler than dynamic reweighting. Full grid search via finance-research could likely find better."
2026-08-21,54,Proposal,BTC/USDT,binance,perpetual_future,4h(higher-tf 1d),ensemble_fixed_weight_real_decide_engine,production_replay_via_real_decide,,,,,-6.72,,,,-5.92,10000,,,8(days),,,,,no,n/a,no,"CRITICAL CORRECTION: Codex implemented the exact Round 54 grid-searched weights (baseline=0.5/ADX=0.2/macd=0.1/candle_momentum=0.2) through the REAL PortfolioDecisionPolicy (commits 56a7f82 fixing the Round 20 methodology gap + 339458f the ensemble gate + b6f664c). Real result: Sharpe -6.72, positive_day_ratio 25.14%, net PnL -5.92 -- completely different from and far worse than Claude's manual backtest (Round 51-54, up to Sharpe 1.8, passing positive_day_ratio). Root cause identified: manually averaging 4 independent ledgers' daily returns is NOT mathematically equivalent to a real single weighted Portfolio decision combining 4 strategies' entry/trend scores into ONE position per candle. Also: Round 54's weights were grid-searched on the same window used to report results (data snooping). CLOSES the entire ensemble/regime-switching research thread (Round 36-38, 51-54) as a failed direction when properly tested. Codex correctly marked research_only=true, promotion_eligible=false, did not promote. Independently verified by Claude (CI green, production healthy, correct SHA deployed) and moved from Verify to Done in raw/handoff_codex.md. Key lesson: manual daily_results averaging is not valid ensemble backtesting methodology going forward -- must use --weighted-ensemble-gate (real decide() engine) with an untouched holdout for weight selection."
2026-08-21,55,Portfolio,BTC/USDT,binance,perpetual_future,5m,production_live_config,real_decide_engine_daily_gate,,,,,-6.73,-6.69,,,-13.39,10000,,,10(days),,,,,no,unknown,no,"AUTHORITATIVE finding: first-ever real PortfolioDecisionPolicy-based gate result for the actual live production Portfolio config (candle_momentum+rsi_mean_reversion, real weights), not a manual backtest or simplified signal-mapper. Fails 6/9 gate checks: Sharpe -6.73, Sortino -6.69, net PnL -13.39 over holdout year, positive_day_ratio 37.7%, max streak 10 days. Confirms Target 1 clearly not met for BTC using the correct, authoritative methodology -- worse than any prior estimate from this program's simplified tooling."
2026-08-21,55,Portfolio,XAU/USDT,binance,perpetual_future,5m,production_live_config,real_decide_engine_daily_gate,,0,,,,,,,0,10000,,,,,,,unknown,no,no,"Same authoritative gate for XAU/binance: fails 8/9 checks including the NEW minimum_trades_per_week check (confirms Codex added this per Round 17's tool-gap request). observed_days only 51/366, positive_day_ratio 0%, net PnL exactly 0 -- confirms Target 2 (Make Decision rate) remains essentially stagnant for XAU, consistent with every prior checkpoint reading (Round 23/40/48)."
2026-08-21,55,Methodology,n/a,n/a,n/a,n/a,n/a,tool_interface_change,,,,,,,,,,,,,,,,n/a,n/a,n/a,"finance-research CLI restructured significantly following Round 54's fixes: --gate-strategy flag REMOVED entirely (was used for all Round 17-53 per-candidate extended-metrics testing). --daily-profit-gate now evaluates only the real live production Portfolio config, not an arbitrary candidate. --weighted-ensemble-gate is hardcoded to the specific Round 54 ensemble, not a general tool. Plain sweep table (Alpha-layer PF/win-rate, no gate flag) still works identically -- re-verified Round 17's baseline candidate gives byte-identical numbers (39/19/18 trades, PF 1.658/2.040/1.650), so that historical data remains trustworthy. Only the Sharpe/Sortino/streak/positive_day_ratio extended metrics for individual non-production candidates can no longer be reproduced with current tooling. Noted as a small infra request to Codex if further candidate-level research is wanted."
2026-08-21,56,Portfolio,BTC/USD,exness,cfd,5m,production_live_config,real_decide_engine_daily_gate,,,,,-6.93,-6.88,,,-13.73,10000,,,10(days),,,,,no,unknown,no,"Completed Round 55's picture (Binance-only) with both Exness legs. Exness BTC nearly identical to Binance BTC (Sharpe -6.93 vs -6.73, net PnL -13.73 vs -13.39) -- cross-broker confirmation the live Alpha signal is genuinely losing, not a single-feed artifact. Also newly discovered: fails input_continuity_failed on 5 separate intervals (5m/15m/1h/2h/30m) -- Binance has zero such failures, confirming this is systemic to Exness data specifically."
2026-08-21,56,Portfolio,XAU/USD,exness,cfd,5m,production_live_config,real_decide_engine_daily_gate,,,,,-1.58,-2.06,,,-0.79,10000,,,5(days),,,,,no,unknown,no,"Exness XAU: Sharpe -1.58, Sortino -2.06, observed_days=311 (much more active than Binance XAU's 51 days) but still losing and fails minimum_trades_per_week. Fails input_continuity_failed on 8 intervals (5m/12h/15m/1d/1h/2h/30m/4h) -- nearly ALL intervals, the widest continuity failure footprint found yet. Escalated priority of the recurring Exness continuity issue in raw/handoff_codex.md as a systemic problem, not isolated cases."
2026-08-21,57,Alpha,BTC/USDT,binance,perpetual_future,5m,candle_momentum_30bps,honest_holdout_backtest,1969,33.7,,0.756,,,,-10.17,10000,,,,,,,no,n/a,yes,"Sanity-checked Round 55-56's extreme Sharpe -6.73/-6.93 against real checkpoint data first: trade win rate 350/1126=31.1%, tiny consistent equity drift confirms the extreme Sharpe is mathematically real (low-variance, small-but-consistent negative daily returns), not a calculation bug. Then tested candle_momentum_30bps (wider threshold than the live 10bps) as an untested parameter: PF improves substantially (0.756 vs 0.347 holdout, win rate 33.7% vs 22.7%) but still PF<1 across all splits -- meaningfully better relative quality, real improvement lever, but not sufficient alone to fix Target 1. Trade frequency drops 87% (1969 vs 15613 holdout trades) which would hurt Target 3 if adopted alone."
2026-08-21,58,Alpha,BTC/USDT,binance,perpetual_future,5m,rsi_mean_reversion_14_20_80,honest_holdout_backtest,875,58.5,,0.816,,,,-3.96,10000,,,,,,,no,n/a,yes,"NEW parameter comparison for the 2nd live strategy (live config: 14_30_70). 14_20_80 (wider bands) shows PF improving consistently across all 3 splits (0.717/0.789/0.816 vs live's 0.677/0.660/0.625) -- PF rising through splits, not a small-sample artifact. Still PF<1, trade frequency drops 65% (875 vs 2487 holdout). Real, well-validated improvement lever."
2026-08-21,58,Alpha,XAU/USDT,binance,perpetual_future,5m,rsi_mean_reversion_14_20_80,honest_holdout_backtest,152,40.1,,0.515,,,,-1.00,10000,,,,,,,no,n/a,yes,"Cross-instrument confirmation: same direction of improvement on XAU (0.680/0.595/0.515 vs live 14_30_70's 0.522/0.336/0.271) -- 6/6 comparisons across both instruments and all 3 splits favor 14_20_80 over the live config. Strongest, most consistent parameter-tuning finding in the program to date for either live strategy. Still not profitable alone (PF<1), frequency drops 59%. Logged as the top parameter-tuning candidate if Codex considers adjusting production config, though still needs a genuinely new signal to actually clear Target 1."
2026-08-21,59,Alpha,BTC/USDT,binance,perpetual_future,5m,candle_momentum_30bps_with_stoptake,honest_holdout_backtest,2421,30.8,,0.644,,,,,10000,,,,,,,no,n/a,yes,"Extended Round 25's stop/take-doesn't-help finding to the WIDER parameter variants found in Round 57-58 (not just defaults). Adding alpha-level stop/take (0.005/0.01) to candle_momentum_30bps makes PF WORSE across all splits (0.639/0.659/0.756 baseline -> 0.614/0.614/0.644 with stop/take) -- confirms stop/take tuning is a dead end for this strategy regardless of the bps parameter, not just the live default."
2026-08-21,59,Alpha,BTC/USDT,binance,perpetual_future,5m,rsi_mean_reversion_14_20_80_with_stoptake,honest_holdout_backtest,1725,37.6,,0.608,,,,,10000,,,,,,,no,n/a,yes,"Same test for rsi_mean_reversion_14_20_80: baseline PF 0.717/0.789/0.816 (Round 58) drops to 0.547/0.626/0.608 with stop/take -- notably worse, especially holdout (0.816->0.608). Confirms stop/take tuning is closed for both live strategies across all tested parameter variants, not just the current live defaults. No further stop/take testing needed for this candidate family."
2026-08-21,60,Alpha,BTC/USDT+XAU/USDT,binance,perpetual_future,5m,full_sweep_35_plain_candidates,honest_holdout_backtest,,,,,,,,,,10000,,,,,,,no,n/a,no,"Exhaustive sweep of all ~35 plain (non-MTF) candidates at the live 5m production interval for both instruments -- ZERO candidates achieve consistent PF>1 across all 3 splits. Best near-misses: BTC candle_reversion_60bps (min PF 0.820), atr_breakout_14_3_0 (train 0.819 but validation 1.124/holdout 1.253 -- same suspicious weak-train-strong-later pattern falsified before for other candidates, not trusted without further testing). Confirms the single-candidate-at-5m search space is now essentially exhausted after Round 33/57-59's parameter tuning work. No new Codex task -- closes this search direction for future rounds."
2026-08-21,61,Alpha,BTC/USDT,binance,perpetual_future,5m,atr_breakout_14_3_0_18mo_window,honest_holdout_backtest,94,34.0,,1.194,,,,0.60,10000,6.04,,,,,,no,n/a,yes,"Round 60 near-miss re-tested on independent 18-month (545d) window per Round 34 regime-dependency methodology. UNLIKE ORB (fully reversed at 18mo), this holds: train=1.152/val=1.121/holdout=1.194, all PF>1, more consistent than the original 5yr window. Trade freq looks strong (~6/week holdout). BUT see cross-broker/cross-instrument rows below -- this leg alone is misleading; candidate closed after cross-validation."
2026-08-21,61,Alpha,BTC/USD,exness,cfd,5m,atr_breakout_14_3_0_18mo_window,honest_holdout_backtest,58,32.8,,1.206,,,,0.60,10000,3.72,,,,,,no,n/a,yes,"Cross-broker check (Round 56 methodology: BTC should match across brokers if signal is real, not a single price-feed artifact). Exness BTC: train=1.482/validation=0.729(FAIL)/holdout=1.206 -- inconsistent, unlike binance leg. Contradicts binance-only result above."
2026-08-21,61,Alpha,XAU/USDT,binance,perpetual_future,5m,atr_breakout_14_3_0_18mo_window,honest_holdout_backtest,99,18.2,,0.331,,,,-1.04,10000,6.36,,,,,,no,n/a,yes,"Cross-instrument check on XAU/binance: train=0.731/validation=1.057/holdout=0.331(FAIL) -- fully falsified, very low win rate (17-22%). Combined with Exness BTC row above, atr_breakout_14_3_0 is closed as a binance-BTC-only artifact, not a robust signal. No Codex task logged."
2026-08-21,62,Portfolio,BTC/USDT,binance,perpetual_future,5m,live_production_epoch_v1_paper_fixed_pct,production_redis_readonly,1126,,,,,,,,10000,,,,,,,no,partial,yes,"Round 62 verification of Codex epoch-migration fix (bfccc9a) via direct production Redis read (not finance-research). trade_count on the new post-fix epoch-versioned counter, same measurement instant as the other 3 rows below. Fix verified correctly deployed (epoch_version=1 all 4 routes, evaluation_count actively advancing, no violations) -- moved handoff item to Done."
2026-08-21,62,Portfolio,BTC/USD,exness,cfd,5m,live_production_epoch_v1_paper_fixed_pct,production_redis_readonly,1117,,,,,,,,10000,,,,,,,no,partial,yes,"Same measurement instant as above. Comparable to Binance BTC (1126) -- normal decision-making rate."
2026-08-21,62,Portfolio,XAU/USD,exness,cfd,5m,live_production_epoch_v1_paper_fixed_pct,production_redis_readonly,758,,,,,,,,10000,,,,,,,no,partial,yes,"Same measurement instant. Normal decision-making rate, unlike Binance XAU below."
